"code","causeid","short_desc","long_desc","major","three_digit"
"Q758","otherncd","MALF. CONG. PREC. DES OS DU CRANE ET DE LA FACE, NCA","Autres malformations congénitales précisées des os du crâne et de la face","Autres malformations congénitales des os du crâne et de la face","Q75"
"Q761","otherncd","SYND. DE KLIPPEL-FEIL","Syndrome de Klippel-Feil","Malformations congénitales du rachis et du thorax osseux","Q76"
"Q764","otherncd","MALF. CONG. DU RACHIS, NON ASSOCIEES A UNE SCOLIOSE, NCA","Autres malformations congénitales du rachis, non associées à une scoliose","Malformations congénitales du rachis et du thorax osseux","Q76"
"Q771","otherncd","INSUF. STATURALE THANATOPHORE","Insuffisance staturale thanatophore","Ostéochondrodysplasie avec anomalies de la croissance des os longs et du rachis","Q77"
"Q780","none","OSTEOGENESE IMPARFAITE","Ostéogénèse imparfaite","Autres ostéochondrodysplasies","Q78"
"Q782","otherncd","OSTEOPETROSE","Ostéopétrose","Autres ostéochondrodysplasies","Q78"
"Q789","otherncd","OSTEOCHONDRODYSPLASIE, SAI","Ostéochondrodysplasie, sans précision","Autres ostéochondrodysplasies","Q78"
"Q790","none","HERNIE DIAPHRAGMATIQUE CONG.","Hernie diaphragmatique congénitale","Malformations congénitales du système ostéo-articulaire et des muscles, non classées ailleurs","Q79"
"Q791","otherncd","MALF. CONG. DU DIAPHRAGME, NCA","Autres malformations congénitales du diaphragme","Malformations congénitales du système ostéo-articulaire et des muscles, non classées ailleurs","Q79"
"Q792","otherncd","EXOMPHALE","Exomphale","Malformations congénitales du système ostéo-articulaire et des muscles, non classées ailleurs","Q79"
"Q793","otherncd","GASTROSCHISIS","Gastroschisis","Malformations congénitales du système ostéo-articulaire et des muscles, non classées ailleurs","Q79"
"Q795","otherncd","MALF. CONG. DE LA PAROI ABDO., NCA","Autres malformations congénitales de la paroi abdominale","Malformations congénitales du système ostéo-articulaire et des muscles, non classées ailleurs","Q79"
"Q796","otherncd","SYND. D'EHLERS-DANLOS","Syndrome d'Ehlers-Danlos","Malformations congénitales du système ostéo-articulaire et des muscles, non classées ailleurs","Q79"
"Q798","otherncd","AUTRES MALF. CONG. DU SYST. OSTEO-ARTIC. ET DES MUSCLES","Autres malformations congénitales du système ostéo-articulaire et des muscles","Malformations congénitales du système ostéo-articulaire et des muscles, non classées ailleurs","Q79"
"Q809","otherncd","ICHTYOSE CONG., SAI","Ichtyose congénitale, sans précision","Ichtyose congénitale","Q80"
"Q820","none","LYMPHOEDEME HERED.","Lymphoedème héréditaire","Autres malformations congénitales de la peau","Q82"
"Q822","otherncd","MASTOCYTOSE","Mastocytose","Autres malformations congénitales de la peau","Q82"
"Q823","otherncd","INCONTINENTIA PIGMENTI","Incontinentia pigmenti","Autres malformations congénitales de la peau","Q82"
"Q850","none","NEUROFIBROMATOSE","Neurofibromatose (non maligne)","Phacomatoses, non classées ailleurs","Q85"
"Q851","otherncd","SCLEROSE TUBEREUSE","Sclérose tubéreuse","Phacomatoses, non classées ailleurs","Q85"
"Q858","otherncd","AUTRES PHACOMATOSES, NCA","Autres phacomatoses, non classées ailleurs","Phacomatoses, non classées ailleurs","Q85"
"Q870","none","SYND. CONG. MALF. ATTEIGNANT L'ASPECT DE LA FACE","Syndromes congénitaux malformatifs atteignant principalement l'aspect de la face","Autres syndromes congénitaux malformatifs précisés atteignant plusieurs systèmes","Q87"
"Q871","otherncd","SYND. CONG. MALF. ASSOCIES A UNE PT. TAILLE","Syndromes congénitaux malformatifs associés principalement à une petite taille","Autres syndromes congénitaux malformatifs précisés atteignant plusieurs systèmes","Q87"
"Q872","otherncd","SYND. CONG. MALF. IMPLIQUANT LES MB.","Syndromes congénitaux malformatifs impliquant principalement les membres","Autres syndromes congénitaux malformatifs précisés atteignant plusieurs systèmes","Q87"
"Q874","otherncd","SYND. DE MARFAN","Syndrome de Marfan","Autres syndromes congénitaux malformatifs précisés atteignant plusieurs systèmes","Q87"
"Q878","otherncd","SYND. CONG. MALF. PREC., NCA","Autres syndromes congénitaux malformatifs précisés, non classés ailleurs","Autres syndromes congénitaux malformatifs précisés atteignant plusieurs systèmes","Q87"
"Q890","none","MALF. CONG. DE LA RATE","Malformations congénitales de la rate","Autres malformations congénitales, non classées ailleurs","Q89"
"Q891","otherncd","MALF. CONG. DES SURRENALES","Malformations congénitales des surrénales","Autres malformations congénitales, non classées ailleurs","Q89"
"Q893","otherncd","SITUS INVERSUS","Situs inversus","Autres malformations congénitales, non classées ailleurs","Q89"
"Q897","otherncd","MALF. CONG. MULT., NCA","Malformations congénitales multiples, non classées ailleurs","Autres malformations congénitales, non classées ailleurs","Q89"
"Q898","otherncd","MALF. CONG. PREC., NCA","Autres malformations congénitales précisées","Autres malformations congénitales, non classées ailleurs","Q89"
"Q899","none","MALF. CONG., SAI","Malformation congénitale, sans précision","Autres malformations congénitales, non classées ailleurs","Q89"
"Q909","otherncd","SYND. DE DOWN, SAI","Syndrome de Down, sans précision","Syndrome de Down","Q90"
"Q910","none","TRISOMIE 18, NON-DISJONCTION MEIOTIQUE","Trisomie 18, non-disjonction méïotique","Syndrome d'Edwards et syndrome de Patau","Q91"
"Q913","otherncd","SYND. D'EDWARDS, SAI","Syndrome d'Edwards, sans précision","Syndrome d'Edwards et syndrome de Patau","Q91"
"Q914","otherncd","TRISOMIE 13, NON-DISJONCTION MEIOTIQUE","Trisomie 13, non-disjonction méïotique","Syndrome d'Edwards et syndrome de Patau","Q91"
"Q917","otherncd","SYND. DE PATAU, SAI","Syndrome de Patau, sans précision","Syndrome d'Edwards et syndrome de Patau","Q91"
"Q928","otherncd","TRISOMIES ET TRISOMIES PART. PREC. DES AUTOSOMES, NCA","Autres trisomies et trisomies partielles précisées des autosomes","Autres trisomies et trisomies partielles des autosomes, non classées ailleurs","Q92"
"Q929","otherncd","TRISOMIE ET TRISOMIE PART. DES AUTOSOMES, SAI","Trisomie et trisomie partielle des autosomes, sans précision","Autres trisomies et trisomies partielles des autosomes, non classées ailleurs","Q92"
"Q934","otherncd","DELETION DU BRAS COURT DU CHROMOS. 5","Délétion du bras court du chromosome 5","Monosomies et délétions des autosomes, non classées ailleurs","Q93"
"Q938","otherncd","DELETIONS DES AUTOSOMES, NCA","Autres délétions des autosomes","Monosomies et délétions des autosomes, non classées ailleurs","Q93"
"Q939","otherncd","DELETION DES AUTOSOMES, SAI","Délétion des autosomes, sans précision","Monosomies et délétions des autosomes, non classées ailleurs","Q93"
"Q984","otherncd","SYND. DE KLINEFELTER, SAI","Syndrome de Klinefelter, sans précision","Autres anomalies des chromosomes sexuels, phénotype masculin, non classées ailleurs","Q98"
"Q985","otherncd","CARYOTYPE 47,XYY","Caryotype 47,XYY","Autres anomalies des chromosomes sexuels, phénotype masculin, non classées ailleurs","Q98"
"Q990","none","CHIMERE 46,XX/46,XY","Chimère 46,XX/46,XY","Autres anomalies des chromosomes, non classées ailleurs","Q99"
"Q998","otherncd","ANOM. PREC. DES CHROMOS., NCA","Autres anomalies précisées des chromosomes","Autres anomalies des chromosomes, non classées ailleurs","Q99"
"Q999","none","ANOM. CHROMOS., SAI","Anomalie chromosomique, sans précision","Autres anomalies des chromosomes, non classées ailleurs","Q99"
"R001","none","BRADYCARDIE, SAI","Bradycardie, sans précision","Anomalies du rythme cardiaque","R00"
"R02","none","GANGRENE, NCA","Gangrène, non classée ailleurs","Gangrène, non classée ailleurs","R02"
"R040","none","EPISTAXIS","Épistaxis","Hémorragie des voies respiratoires","R04"
"R042","none","HEMOPTYSIE","Hémoptysie","Hémorragie des voies respiratoires","R04"
"R048","none","HEMORR. D'AUTRES PARTIES DES VOIES RESP.","Hémorragie d'autres parties des voies respiratoires","Hémorragie des voies respiratoires","R04"
"R060","none","DYSPNEE","Dyspnée","Anomalies de la respiration","R06"
"R090","none","ASPHYXIE","Asphyxie","Autres symptômes et signes relatifs aux appareils circulatoire et respiratoire","R09"
"R092","none","ARRET RESP.","Arrêt respiratoire","Autres symptômes et signes relatifs aux appareils circulatoire et respiratoire","R09"
"R098","none","SYMPT. ET SIGNES PREC. RELAT. AUX APP. CIRC. ET RESP., NCA","Autres symptômes et signes précisés relatifs aux appareils circulatoire et respiratoire","Autres symptômes et signes relatifs aux appareils circulatoire et respiratoire","R09"
"R100","none","SYND. ABDO. AIG.","Syndrome abdominal aigu","Douleur abdominale et pelvienne","R10"
"R104","none","DOULEURS ABDO., NCA OU SAI","Douleurs abdominales, autres et non précisées","Douleur abdominale et pelvienne","R10"
"R13","none","DYSPHAGIE","Dysphagie","Dysphagie","R13"
"R190","none","TUMEFACTION ET MASSE INTRA-ABDO. ET PELVIENNES","Tuméfaction et masse intra-abdominales et pelviennes","Autres symptômes et signes relatifs à l'appareil digestif et à l'abdomen","R19"
"R198","none","SYMPT. ET SIGNES PREC. RELAT. A L'APP. DIG. ET A L'ABDO., NCA","Autres symptômes et signes précisés relatifs à l'appareil digestif et à l'abdomen","Autres symptômes et signes relatifs à l'appareil digestif et à l'abdomen","R19"
"R222","none","TUMEFACTION ET MASSE LOC., NIV. TRONC","Tuméfaction et masse localisées, au niveau du tronc","Autres tuméfactions et masses localisées de la peau et du tissu cellulaire sous-cutané","R22"
"R418","none","SYMPT. ET SIGNES RELAT. AUX FCT. COGNIT., A LA CONSCIENCE, NCA OU SAI","Symptômes et signes relatifs aux fonctions cognitives et à la conscience, autres et non précisés","Autres symptômes et signes relatifs aux fonctions cognitives et à la conscience","R41"
"R53","none","MALAISE ET FATIGUE","Malaise et fatigue","Malaise et fatigue","R53"
"R54","none","SENILITE","Sénilité","Sénilité","R54"
"R55","none","SYNCOPE ET COLLAPSUS","Syncope et collapsus (sauf choc)","Syncope et collapsus (sauf choc)","R55"
"R568","none","CONVULSIONS, NCA OU SAI","Convulsions, autres et non précisées","Convulsions, non classées ailleurs","R56"
"R570","none","CHOC CARDIOGENIQUE","Choc cardiogénique","Choc, non classé ailleurs","R57"
"R578","none","CHOCS, NCA","Autres chocs","Choc, non classé ailleurs","R57"
"R579","none","CHOC, SAI","Choc, sans précision","Choc, non classé ailleurs","R57"
"R58","none","HEMORR., NCA","Hémorragie, non classée ailleurs","Hémorragie, non classée ailleurs","R58"
"R599","none","ADENOPATHIE, SAI","Adénopathie, sans précision","Adénopathies","R59"
"R628","none","RETARDS DU DEVELOP. PHYSIO., NCA","Autres retards du développement physiologique","Retard du développement physiologique","R62"
"R630","none","ANOREXIE","Anorexie","Symptômes et signes relatifs à l'absorption d'aliments et de liquides","R63"
"R636","none","INGESTION INSUFFISANTE D'ALIMENTS ET DE LIQUIDES","Ingestion insuffisante d'aliments et de liquides","Symptômes et signes relatifs à l'absorption d'aliments et de liquides","R63"
"R64","none","CACHEXIE","Cachexie","Cachexie","R64"
"R659","none","SYND. REPONSE INFLAM. SYST. SAI","Syndrome de réponse inflammatoire systémique, sans précision","Syndrome de réponse inflammatoire systémique","R65"
"R688","none","SYMPT. ET SIGNES GX. PREC., NCA","Autres symptômes et signes généraux précisés","Autres symptômes et signes généraux","R68"
"R75","none","MISE EN EVIDENCE PAR DES EX. DE LABORATOIRE DU V.I.H.","Mise en évidence par des examens de laboratoire du virus de l'immunodéficience humaine [VIH]","Mise en évidence par des examens de laboratoire du virus de l'immunodéficience humaine [VIH]","R75"
"R91","none","RES. ANX. D'IMAGE DU POUMON","Résultats anormaux d'imagerie diagnostique du poumon","Résultats anormaux d'imagerie diagnostique du poumon","R91"
"R95","otherncd","SYND. DE LA MORT SUBITE DU NOURRISSON","Syndrome de la mort subite du nourrisson","Syndrome de la mort subite du nourrisson","R95"
"R960","none","MORT INSTANTANEE","Mort instantanée","Autre mort subite de cause inconnue","R96"
"R99","none","CAUSES DE MORTALITE MAL DEFINIES ET SAI, NCA","Autres causes de mortalité mal définies et non précisées","Autres causes de mortalité mal définies et non précisées","R99"
"V011","inj_trans","PIET. BLES. DS COLL. AV. CYCL., ADC","Piéton blessé dans une collision avec un cycle, accident de circulation","Piéton blessé dans une collision avec un cycle","V01"
"V020","inj_trans","PIET. BLES. DS COLL. AV. VEHIC. MOT. 2-3 R., AHC","Piéton blessé dans une collision avec un véhicule à moteur à deux ou trois roues, accident hors circulation","Piéton blessé dans une collision avec un véhicule à moteur à deux ou trois roues","V02"
"V021","inj_trans","PIET. BLES. DS COLL. AV. VEHIC. MOT. 2-3 R., ADC","Piéton blessé dans une collision avec un véhicule à moteur à deux ou trois roues, accident de circulation","Piéton blessé dans une collision avec un véhicule à moteur à deux ou trois roues","V02"
"V030","inj_trans","PIET. BLES. DS COLL. AV. AUTO, AHC","Piéton blessé dans une collision avec une automobile ou une camionnette, accident hors circulation","Piéton blessé dans une collision avec une automobile ou une camionnette","V03"
"V031","inj_trans","PIET. BLES. DS COLL. AV. AUTO, ADC","Piéton blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Piéton blessé dans une collision avec une automobile ou une camionnette","V03"
"V040","inj_trans","PIET. BLES. DS COLL. AV. VEHIC. LRD., AHC","Piéton blessé dans une collision avec un véhicule lourd ou un autobus, accident hors circulation","Piéton blessé dans une collision avec un véhicule lourd ou un autobus","V04"
"V041","inj_trans","PIET. BLES. DS COLL. AV. VEHIC. LRD., ADC","Piéton blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Piéton blessé dans une collision avec un véhicule lourd ou un autobus","V04"
"V050","inj_trans","PIET. BLES. DS COLL. AV. TRAIN, AHC","Piéton blessé dans une collision avec un train ou un véhicule ferroviaire, accident hors circulation","Piéton blessé dans une collision avec un train ou un véhicule ferroviaire","V05"
"V051","inj_trans","PIET. BLES. DS COLL. AV. TRAIN, ADC","Piéton blessé dans une collision avec un train ou un véhicule ferroviaire, accident de circulation","Piéton blessé dans une collision avec un train ou un véhicule ferroviaire","V05"
"V059","inj_trans","PIET. BLES. DS COLL. AV. TRAIN, SAI","Piéton blessé dans une collision avec un train ou un véhicule ferroviaire, sans précision","Piéton blessé dans une collision avec un train ou un véhicule ferroviaire","V05"
"V090","inj_trans","PIET. BLES. DS ACCID. HORS CIRC., DUE A DES VEHIC. MOT., NCA, SAI","Piéton blessé dans un accident en dehors de la circulation, impliquant des véhicules à moteur, autres et sans précision","Piéton blessé dans des accidents de transport, autres et sans précision","V09"
"V091","inj_trans","PIET. BLES. DS ACCID. HORS CIRC., SAI","Piéton blessé dans un accident en dehors de la circulation, sans précision","Piéton blessé dans des accidents de transport, autres et sans précision","V09"
"V092","inj_trans","PIET. BLES. DS ACCID. DE CIRC. DUE A DES VEHIC. MOT., NCA, SAI","Piéton blessé dans un accident de la circulation impliquant des véhicules à moteur, autres et sans précision","Piéton blessé dans des accidents de transport, autres et sans précision","V09"
"V093","inj_trans","PIET. BLES. DS ACCID. DE CIRC., SAI","Piéton blessé dans un accident de la circulation, sans précision","Piéton blessé dans des accidents de transport, autres et sans précision","V09"
"V099","inj_trans","PIET. BLES. DS ACCID. DE TRANSP., SAI","Piéton blessé dans un accident de transport, sans précision","Piéton blessé dans des accidents de transport, autres et sans précision","V09"
"V104","inj_trans","CONDUCT. CYCL. BLES. DS COLL. AV. PIET., ANIM., ADC","Conducteur d'un cycle blessé dans une collision avec un piéton ou un animal, accident de circulation","Cycliste blessé dans une collision avec un piéton ou un animal","V10"
"V114","inj_trans","CONDUCT. CYCL. BLES. DS COLL. AV. AUTRE CYCL., ADC","Conducteur d'un cycle blessé dans une collision avec un autre cycle, accident de circulation","Cycliste blessé dans une collision avec un autre cycle","V11"
"V131","inj_trans","PASS. CYCL. BLES. DS COLL. AV. AUTO, AHC","Passager d'un cycle blessé dans une collision avec une automobile ou une camionnette, accident hors circulation","Cycliste blessé dans une collision avec une automobile ou une camionnette","V13"
"V134","inj_trans","CONDUCT. CYCL. BLES. DS COLL. AV. AUTO, ADC","Conducteur d'un cycle blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Cycliste blessé dans une collision avec une automobile ou une camionnette","V13"
"V139","inj_trans","CYCL., SAI, BLES. DS COLL. AV. AUTO, ADC","Cycliste, sans précision, blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Cycliste blessé dans une collision avec une automobile ou une camionnette","V13"
"V144","inj_trans","CONDUCT. CYCL. BLES. DS COLL. AV. VEHIC. LRD., ADC","Conducteur d'un cycle blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Cycliste blessé dans une collision avec un véhicule lourd ou un autobus","V14"
"V149","inj_trans","CYCL., SAI, BLES. DS COLL. AV. VEHIC. LRD., ADC","Cycliste, sans précision, blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Cycliste blessé dans une collision avec un véhicule lourd ou un autobus","V14"
"V154","inj_trans","CONDUCT. CYCL. BLES. DS COLL. AV. TRAIN, ADC","Conducteur d'un cycle blessé dans une collision avec un train ou un véhicule ferroviaire, accident de circulation","Cycliste blessé dans une collision avec un train ou un véhicule ferroviaire","V15"
"V174","inj_trans","CONDUCT. CYCL. BLES. DS COLL. AV. OBJ. FIXE, ADC","Conducteur d'un cycle blessé dans une collision avec un objet fixe ou stationnaire, accident de circulation","Cycliste blessé dans une collision avec un objet fixe ou stationnaire","V17"
"V180","none","CONDUCT. CYCL. BLES. DS ACCID. DE TRANSP., SANS COLL., AHC","Conducteur d'un cycle blessé dans un accident de transport, sans collision, hors circulation","Cycliste blessé dans un accident de transport, sans collision","V18"
"V183","inj_trans","CYCL. BLES. DS ACCID. DE TRANSP., SANS COLL., M/D","Cycliste blessé dans un accident de transport, sans collision, en montée ou en descente","Cycliste blessé dans un accident de transport, sans collision","V18"
"V184","inj_trans","CONDUCT. CYCL. BLES. DS ACCID. DE TRANSP., SANS COLL., ADC","Conducteur d'un cycle blessé dans un accident de transport, sans collision, accident de circulation","Cycliste blessé dans un accident de transport, sans collision","V18"
"V194","inj_trans","CONDUCT. CYCL. BLES. DS COLL. AV. VEHIC. MOT., NCA, SAI, ADC","Conducteur d'un cycle blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation","Cycliste blessé dans des accidents de transport, autres et sans précision","V19"
"V198","inj_trans","CYCL. BLES. DS D'ACCID. TRANSP. NCA","Cycliste [tout type] blessé dans d'autres accidents de transport précisés","Cycliste blessé dans des accidents de transport, autres et sans précision","V19"
"V204","inj_trans","CONDUCT. MOTO BLES. DS COLL. AV. PIET., ANIM., ADC","Conducteur d'un motocycle blessé dans une collision avec un piéton ou un animal, accident de circulation","Motocycliste blessé dans une collision avec un piéton ou un animal","V20"
"V224","inj_trans","CONDUCT. MOTO BLES. DS COLL. AV. VEHIC. MOT. 2-3 R., ADC","Conducteur d'un motocycle blessé dans une collision avec un véhicule à moteur à deux ou trois roues, accident de circulation","Motocycliste blessé dans une collision avec un véhicule à moteur à deux ou trois roues","V22"
"V234","inj_trans","CONDUCT. MOTO BLES. DS COLL. AV. AUTO, ADC","Conducteur d'un motocycle blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Motocycliste blessé dans une collision avec une automobile ou une camionnette","V23"
"V235","inj_trans","PASS. MOTO BLES. DS COLL. AV. AUTO, ADC","Passager d'un motocycle blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Motocycliste blessé dans une collision avec une automobile ou une camionnette","V23"
"V239","inj_trans","MOTARD, SAI, BLES. DS COLL. AV. AUTO, ADC","Motocycliste, sans précision, blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Motocycliste blessé dans une collision avec une automobile ou une camionnette","V23"
"V244","inj_trans","CONDUCT. MOTO BLES. DS COLL. AV. VEHIC. LRD., ADC","Conducteur d'un motocycle blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Motocycliste blessé dans une collision avec un véhicule lourd ou un autobus","V24"
"V245","inj_trans","PASS. MOTO BLES. DS COLL. AV. VEHIC. LRD., ADC","Passager d'un motocycle blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Motocycliste blessé dans une collision avec un véhicule lourd ou un autobus","V24"
"V254","inj_trans","CONDUCT. MOTO BLES. DS COLL. AV. TRAIN, ADC","Conducteur d'un motocycle blessé dans une collision avec un train ou un véhicule ferroviaire, accident de circulation","Motocycliste blessé dans une collision avec un train ou un véhicule ferroviaire","V25"
"V274","inj_trans","CONDUCT. MOTO BLES. DS COLL. AV. OBJ. FIXE, ADC","Conducteur d'un motocycle blessé dans une collision avec un objet fixe ou stationnaire, accident de circulation","Motocycliste blessé dans une collision avec un objet fixe ou stationnaire","V27"
"V275","inj_trans","PASS. MOTO BLES. DS COLL. AV. OBJ. FIXE, ADC","Passager d'un motocycle blessé dans une collision avec un objet fixe ou stationnaire, accident de circulation","Motocycliste blessé dans une collision avec un objet fixe ou stationnaire","V27"
"V279","inj_trans","MOTARD, SAI, BLES. DS COLL. AV. OBJ. FIXE, ADC","Motocycliste, sans précision, blessé dans une collision avec un objet fixe ou stationnaire, accident de circulation","Motocycliste blessé dans une collision avec un objet fixe ou stationnaire","V27"
"V284","inj_trans","CONDUCT. MOTO BLES. DS ACCID. DE TRANSP., SANS COLL., ADC","Conducteur d'un motocycle blessé dans un accident de transport, sans collision, accident de circulation","Motocycliste blessé dans un accident de transport, sans collision","V28"
"V285","inj_trans","PASS. MOTO BLES. DS ACCID. DE TRANSP., SANS COLL., ADC","Passager d'un motocycle blessé dans un accident de transport, sans collision, accident de circulation","Motocycliste blessé dans un accident de transport, sans collision","V28"
"V290","none","CONDUCT. MOTO BLES. DS COLL. AV. VEHIC. MOT., NCA, SAI, AHC","Conducteur d'un motocycle blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident hors circulation","Motocycliste blessé dans des accidents de transport, autres et sans précision","V29"
"V294","inj_trans","CONDUCT. MOTO BLES. DS COLL. AV. VEHIC. MOT., NCA, SAI, ADC","Conducteur d'un motocycle blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation","Motocycliste blessé dans des accidents de transport, autres et sans précision","V29"
"V296","inj_trans","MOTARD, SAI, BLES. DS COLL. AV. VEHIC. MOT., NCA, SAI, ADC","Motocycliste, sans précision, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation","Motocycliste blessé dans des accidents de transport, autres et sans précision","V29"
"V299","inj_trans","MOTARD BLES. DS ADC, SAI","Motocycliste [tout type] blessé dans un accident de circulation, sans précision","Motocycliste blessé dans des accidents de transport, autres et sans précision","V29"
"V396","inj_trans","OCCUP., SAI, VEH. MOT. 3 R., BLES. DS COLL. AV. V. MOT., NCA, SAI, ADC","Occupant, sans précision, d'un véhicule à moteur à trois roues, blessé dans une collision avec des véhicules à moteur, autres et sans précision, accident de circulation","Occupant d'un véhicule à moteur à trois roues blessé dans des accidents de transport, autres et sans précision","V39"
"V405","inj_trans","AUTOMOBILISTE BLES. DS COLL. AV. PIET., ANIM., ADC","Automobiliste blessé dans une collision avec un piéton ou un animal, accident de circulation","Occupant d'une automobile blessé dans une collision avec un piéton ou un animal","V40"
"V435","inj_trans","CONDUCT. AUTO BLES. DS COLL. AV. AUTO, ADC","Conducteur d'une automobile blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Occupant d'une automobile blessé dans une collision avec une automobile ou une camionnette","V43"
"V436","inj_trans","PASS. AUTO BLES. DS COLL. AV. AUTO, ADC","Passager d'une automobile blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Occupant d'une automobile blessé dans une collision avec une automobile ou une camionnette","V43"
"V439","inj_trans","OCCUP., SAI, AUTO BLES. DS COLL. AV. AUTO, ADC","Occupant, sans précision, d'une automobile blessé dans une collision avec une automobile ou une camionnette, accident de circulation","Occupant d'une automobile blessé dans une collision avec une automobile ou une camionnette","V43"
"V441","inj_trans","PASS. AUTO BLES. DS COLL. AV. VEHIC. LRD., AHC","Passager d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus, accident hors circulation","Occupant d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus","V44"
"V443","inj_trans","OCCUP., SAI, AUTO BLES. DS COLL. AV. VEHIC. LRD., AHC","Occupant, sans précision, d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus, accident hors circulation","Occupant d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus","V44"
"V445","inj_trans","CONDUCT. AUTO BLES. DS COLL. AV. VEHIC. LRD., ADC","Conducteur d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Occupant d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus","V44"
"V446","inj_trans","PASS. AUTO BLES. DS COLL. AV. VEHIC. LRD., ADC","Passager d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Occupant d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus","V44"
"V449","inj_trans","OCCUP., SAI, AUTO BLES. DS COLL. AV. VEHIC. LRD., ADC","Occupant, sans précision, d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus, accident de circulation","Occupant d'une automobile blessé dans une collision avec un véhicule lourd ou un autobus","V44"
"V456","inj_trans","PASS. AUTO BLES. DS COLL. AV. TRAIN, ADC","Passager d'une automobile blessé dans une collision avec un train ou un véhicule ferroviaire, accident de circulation","Occupant d'une automobile blessé dans une collision avec un train ou un véhicule ferroviaire","V45"
"V471","inj_trans","PASS. AUTO BLES. DS COLL. AV. OBJ. FIXE, AHC","Passager d'une automobile blessé dans une collision avec un objet fixe ou stationnaire, accident hors circulation","Occupant d'une automobile blessé dans une collision avec un objet fixe ou stationnaire","V47"
"V475","inj_trans","CONDUCT. AUTO BLES. DS COLL. AV. OBJ. FIXE, ADC","Conducteur d'une automobile blessé dans une collision avec un objet fixe ou stationnaire, accident de circulation","Occupant d'une automobile blessé dans une collision avec un objet fixe ou stationnaire","V47"
"V476","inj_trans","PASS. AUTO BLES. DS COLL. AV. OBJ. FIXE, ADC","Passager d'une automobile blessé dans une collision avec un objet fixe ou stationnaire, accident de circulation","Occupant d'une automobile blessé dans une collision avec un objet fixe ou stationnaire","V47"
"V477","inj_trans","PERS. EXT. AUTO BLES. DS COLL. AV. OBJ. FIXE, ADC","Personne à l'extérieur d'une automobile blessée dans une collision avec un objet fixe ou stationnaire, accident de circulation","Occupant d'une automobile blessé dans une collision avec un objet fixe ou stationnaire","V47"
"V479","inj_trans","OCCUP., SAI, AUTO BLES. DS COLL. AV. OBJ. FIXE, ADC","Occupant, sans précision, d'une automobile blessé dans une collision avec un objet fixe ou stationnaire, accident de circulation","Occupant d'une automobile blessé dans une collision avec un objet fixe ou stationnaire","V47"
"V482","inj_trans","PERS. EXT. AUTO BLES. DS ACCID. DE TRANSP., SANS COLL., AHC","Personne à l'extérieur d'une automobile blessée dans un accident de transport, sans collision, hors circulation","Occupant d'une automobile blessé dans un accident de transport, sans collision","V48"
"V484","inj_trans","OCCUP. AUTO BLES. DS ACCID. DE TRANSP., SANS COLL., M/D","Occupant d'une automobile blessé dans un accident de transport, sans collision, en montée ou en descente","Occupant d'une automobile blessé dans un accident de transport, sans collision","V48"
"V485","inj_trans","CONDUCT. AUTO BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Conducteur d'une automobile blessé dans un accident de transport, sans collision, en circulation","Occupant d'une automobile blessé dans un accident de transport, sans collision","V48"
"V486","inj_trans","PASS. AUTO BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Passager d'une automobile blessé dans un accident de transport, sans collision, en circulation","Occupant d'une automobile blessé dans un accident de transport, sans collision","V48"
"V489","inj_trans","OCCUP., SAI, AUTO BLES. DS ACCID. DE TRANSP., SANS COLL., EN CIRC.","Occupant, sans précision, d'une automobile blessé dans un accident de transport, sans collision, en circulation","Occupant d'une automobile blessé dans un accident de transport, sans collision","V48"
