causeid,all_text
otherncd,"['q676', 'pectus', 'excavatum', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q688', 'specified', 'congenital', 'musculoskeletal', 'deformities', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q752', 'hypertelorism', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q758', 'specified', 'congenital', 'malformations', 'skull', 'face', 'bones', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q761', 'klippelfeil', 'syndrome', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q764', 'congenital', 'malformations', 'spine', 'associated', 'scoliosis', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q771', 'thanatophoric', 'short', 'stature', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q782', 'osteopetrosis', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q789', 'osteochondrodysplasia', 'unspecified', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q791', 'congenital', 'malformations', 'diaphragm', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q792', 'exomphalos', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q793', 'gastroschisis', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q795', 'congenital', 'malformations', 'abdominal', 'wall', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q796', 'ehlersdanlos', 'syndrome', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q798', 'congenital', 'malformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'musculoskeletal', 'system', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q809', 'congenital', 'ichthyosis', 'unspecified', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q822', 'congenital', 'cutaneous', 'mastocytosis', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q823', 'incontinentia', 'pigmenti', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q851', 'tuberous', 'sclerosis', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q858', 'phakomatoses', 'elsewhere', 'classified', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q871', 'congenital', 'malformation', 'syndromes', 'predominantly', 'associated', 'short', 'stature', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q872', 'congenital', 'malformation', 'syndromes', 'predominantly', 'involving', 'limbs', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q874', 'marfans', 'syndrome', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q878', 'specified', 'congenital', 'malformation', 'syndromes', 'elsewhere', 'classified', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q891', 'congenital', 'malformations', 'adrenal', 'gland', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q893', 'situs', 'inversus', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q897', 'multiple', 'congenital', 'malformations', 'elsewhere', 'classified', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q898', 'specified', 'congenital', 'malformations', 'congenital', 'malformations', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q909', 'syndrome', 'unspecified', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q913', 'trisomy', '18', 'unspecified', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q914', 'trisomy', '13', 'nonmosaicism', 'meiotic', 'nondisjunction', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q917', 'trisomy', '13', 'unspecified', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q928', 'specified', 'trisomies', 'partial', 'trisomies', 'autosomes', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q929', 'trisomy', 'partial', 'trisomy', 'autosomes', 'unspecified', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q934', 'deletion', 'short', 'arm', 'chromosome', '5', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q938', 'deletions', 'autosomes', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q939', 'deletion', 'autosomes', 'unspecified', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q984', 'klinefelter', 'syndrome', 'unspecified', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q985', 'karyotype', '47', 'xyy', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
otherncd,"['q998', 'specified', 'chromosome', 'abnormalities', 'chromosomal', 'abnormalities', 'elsewhere', 'classified', 'congenital', 'malformations', 'deformations', 'chromosomal', 'abnormalities']"
inj_trans,"['v011', 'pedestrian', 'injured', 'collision', 'pedal', 'cycle', 'traffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v020', 'pedestrian', 'injured', 'collision', 'two', 'threewheeled', 'motor', 'vehicle', 'nontraffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v021', 'pedestrian', 'injured', 'collision', 'two', 'threewheeled', 'motor', 'vehicle', 'traffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v030', 'pedestrian', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'nontraffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v031', 'pedestrian', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v040', 'pedestrian', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'nontraffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v041', 'pedestrian', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v050', 'pedestrian', 'injured', 'collision', 'railway', 'train', 'railway', 'vehicle', 'nontraffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v051', 'pedestrian', 'injured', 'collision', 'railway', 'train', 'railway', 'vehicle', 'traffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v059', 'pedestrian', 'injured', 'collision', 'railway', 'train', 'railway', 'vehicle', 'unspecified', 'whether', 'traffic', 'nontraffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v090', 'pedestrian', 'injured', 'nontraffic', 'accident', 'involving', 'unspecified', 'motor', 'vehicles', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v091', 'pedestrian', 'injured', 'unspecified', 'nontraffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v092', 'pedestrian', 'injured', 'traffic', 'accident', 'involving', 'unspecified', 'motor', 'vehicles', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v093', 'pedestrian', 'injured', 'unspecified', 'traffic', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v099', 'pedestrian', 'injured', 'unspecified', 'transport', 'accident', 'pedestrian', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v104', 'pedal', 'cycle', 'driver', 'injured', 'collision', 'pedestrian', 'animal', 'traffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v114', 'pedal', 'cycle', 'driver', 'injured', 'collision', 'pedal', 'cycle', 'traffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v131', 'pedal', 'cycle', 'passenger', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'nontraffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v134', 'pedal', 'cycle', 'driver', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v139', 'unspecified', 'pedal', 'cyclist', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v144', 'pedal', 'cycle', 'driver', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v149', 'unspecified', 'pedal', 'cyclist', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v154', 'pedal', 'cycle', 'driver', 'injured', 'collision', 'railway', 'train', 'railway', 'vehicle', 'traffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v174', 'pedal', 'cycle', 'driver', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v183', 'person', 'boarding', 'alighting', 'pedal', 'cycle', 'injured', 'noncollision', 'transport', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v184', 'pedal', 'cycle', 'driver', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v194', 'pedal', 'cycle', 'driver', 'injured', 'collision', 'unspecified', 'motor', 'vehicles', 'traffic', 'accident', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v198', 'pedal', 'cyclist', 'driver', 'passenger', 'injured', 'specified', 'transport', 'accidents', 'pedal', 'cycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v204', 'motorcycle', 'driver', 'injured', 'collision', 'pedestrian', 'animal', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v224', 'motorcycle', 'driver', 'injured', 'collision', 'two', 'threewheeled', 'motor', 'vehicle', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v234', 'motorcycle', 'driver', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v235', 'motorcycle', 'passenger', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v239', 'unspecified', 'motorcycle', 'rider', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v244', 'motorcycle', 'driver', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v245', 'motorcycle', 'passenger', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v254', 'motorcycle', 'driver', 'injured', 'collision', 'railway', 'train', 'railway', 'vehicle', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v274', 'motorcycle', 'driver', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v275', 'motorcycle', 'passenger', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v279', 'unspecified', 'motorcycle', 'rider', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v284', 'motorcycle', 'driver', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v285', 'motorcycle', 'passenger', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v294', 'motorcycle', 'driver', 'injured', 'collision', 'unspecified', 'motor', 'vehicles', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v296', 'unspecified', 'motorcycle', 'rider', 'injured', 'collision', 'unspecified', 'motor', 'vehicles', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v299', 'motorcycle', 'rider', 'driver', 'passenger', 'injured', 'unspecified', 'traffic', 'accident', 'motorcycle', 'rider', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v396', 'unspecified', 'occupant', 'threewheeled', 'motor', 'vehicle', 'injured', 'collision', 'unspecified', 'motor', 'vehicles', 'traffic', 'accident', 'occupant', 'threewheeled', 'motor', 'vehicle', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v405', 'car', 'driver', 'injured', 'collision', 'pedestrian', 'animal', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v435', 'car', 'driver', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v436', 'car', 'passenger', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v439', 'unspecified', 'car', 'occupant', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v441', 'car', 'passenger', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'nontraffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v443', 'unspecified', 'car', 'occupant', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'nontraffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v445', 'car', 'driver', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v446', 'car', 'passenger', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v449', 'unspecified', 'car', 'occupant', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v456', 'car', 'passenger', 'injured', 'collision', 'railway', 'train', 'railway', 'vehicle', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v471', 'car', 'passenger', 'injured', 'collision', 'fixed', 'stationary', 'object', 'nontraffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v475', 'car', 'driver', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v476', 'car', 'passenger', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v477', 'person', 'outside', 'car', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v479', 'unspecified', 'car', 'occupant', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v482', 'person', 'outside', 'car', 'injured', 'noncollision', 'transport', 'accident', 'nontraffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v484', 'person', 'boarding', 'alighting', 'car', 'injured', 'noncollision', 'transport', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v485', 'car', 'driver', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v486', 'car', 'passenger', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v489', 'unspecified', 'car', 'occupant', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v494', 'driver', 'injured', 'collision', 'unspecified', 'motor', 'vehicles', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v495', 'passenger', 'injured', 'collision', 'unspecified', 'motor', 'vehicles', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v498', 'car', 'occupant', 'driver', 'passenger', 'injured', 'specified', 'transport', 'accidents', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v499', 'car', 'occupant', 'driver', 'passenger', 'injured', 'unspecified', 'traffic', 'accident', 'car', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v525', 'driver', 'pickup', 'truck', 'van', 'injured', 'collision', 'two', 'threewheeled', 'motor', 'vehicle', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v535', 'driver', 'pickup', 'truck', 'van', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v536', 'passenger', 'pickup', 'truck', 'van', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v545', 'driver', 'pickup', 'truck', 'van', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v546', 'passenger', 'pickup', 'truck', 'van', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v553', 'unspecified', 'occupant', 'pickup', 'truck', 'van', 'injured', 'collision', 'railway', 'train', 'railway', 'vehicle', 'nontraffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v575', 'driver', 'pickup', 'truck', 'van', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v576', 'passenger', 'pickup', 'truck', 'van', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v585', 'driver', 'pickup', 'truck', 'van', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v586', 'passenger', 'pickup', 'truck', 'van', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v587', 'person', 'outside', 'pickup', 'truck', 'van', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v589', 'unspecified', 'occupant', 'pickup', 'truck', 'van', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v594', 'driver', 'pickup', 'truck', 'van', 'injured', 'collision', 'unspecified', 'motor', 'vehicles', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v595', 'passenger', 'pickup', 'truck', 'van', 'injured', 'collision', 'unspecified', 'motor', 'vehicles', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v599', 'occupant', 'driver', 'passenger', 'pickup', 'truck', 'van', 'injured', 'unspecified', 'traffic', 'accident', 'occupant', 'pickup', 'truck', 'van', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v635', 'driver', 'heavy', 'transport', 'vehicle', 'injured', 'collision', 'car', 'pickup', 'truck', 'van', 'traffic', 'accident', 'occupant', 'heavy', 'transport', 'vehicle', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v645', 'driver', 'heavy', 'transport', 'vehicle', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'occupant', 'heavy', 'transport', 'vehicle', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v675', 'driver', 'heavy', 'transport', 'vehicle', 'injured', 'collision', 'fixed', 'stationary', 'object', 'traffic', 'accident', 'occupant', 'heavy', 'transport', 'vehicle', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v684', 'person', 'boarding', 'alighting', 'heavy', 'transport', 'vehicle', 'injured', 'noncollision', 'transport', 'accident', 'occupant', 'heavy', 'transport', 'vehicle', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v685', 'driver', 'heavy', 'transport', 'vehicle', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'occupant', 'heavy', 'transport', 'vehicle', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v686', 'passenger', 'heavy', 'transport', 'vehicle', 'injured', 'noncollision', 'transport', 'accident', 'traffic', 'accident', 'occupant', 'heavy', 'transport', 'vehicle', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v694', 'driver', 'heavy', 'transport', 'vehicle', 'injured', 'collision', 'unspecified', 'motor', 'vehicles', 'traffic', 'accident', 'occupant', 'heavy', 'transport', 'vehicle', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
inj_trans,"['v746', 'passenger', 'bus', 'injured', 'collision', 'heavy', 'transport', 'vehicle', 'bus', 'traffic', 'accident', 'bus', 'occupant', 'injured', 'transport', 'accident', 'external', 'causes', 'morbidity']"
