code,causeid,short_desc,long_desc,three_digit,sub_chapter,chapter
Q761,otherncd,Klippel-Feil syndrome,Klippel-Feil syndrome,Q76,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q764,otherncd,"Oth congenital malform of spine, not associated w scoliosis","Other congenital malformations of spine, not associated with scoliosis",Q76,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q771,otherncd,Thanatophoric short stature,Thanatophoric short stature,Q77,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q780,none,Osteogenesis imperfecta,Osteogenesis imperfecta,Q78,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q782,otherncd,Osteopetrosis,Osteopetrosis,Q78,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q789,otherncd,"Osteochondrodysplasia, unspecified","Osteochondrodysplasia, unspecified",Q78,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q790,none,Congenital diaphragmatic hernia,Congenital diaphragmatic hernia,Q79,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q791,otherncd,Other congenital malformations of diaphragm,Other congenital malformations of diaphragm,Q79,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q792,otherncd,Exomphalos,Exomphalos,Q79,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q793,otherncd,Gastroschisis,Gastroschisis,Q79,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q795,otherncd,Other congenital malformations of abdominal wall,Other congenital malformations of abdominal wall,Q79,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q796,otherncd,Ehlers-Danlos syndrome,Ehlers-Danlos syndrome,Q79,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q798,otherncd,Other congenital malformations of musculoskeletal system,Other congenital malformations of musculoskeletal system,Q79,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities"
Q809,otherncd,"Congenital ichthyosis, unspecified","Congenital ichthyosis, unspecified",Q80,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q820,none,Hereditary lymphedema,Hereditary lymphedema,Q82,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q822,otherncd,Congenital cutaneous mastocytosis,Congenital cutaneous mastocytosis,Q82,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q823,otherncd,Incontinentia pigmenti,Incontinentia pigmenti,Q82,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q850,none,Neurofibromatosis (nonmalignant),Neurofibromatosis (nonmalignant),Q85,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q851,otherncd,Tuberous sclerosis,Tuberous sclerosis,Q85,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q858,otherncd,"Other phakomatoses, not elsewhere classified","Other phakomatoses, not elsewhere classified",Q85,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q870,none,Congen malform syndromes predom affecting facial appearance,Congenital malformation syndromes predominantly affecting facial appearance,Q87,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q871,otherncd,Congenital malform syndromes predom assoc w short stature,Congenital malformation syndromes predominantly associated with short stature,Q87,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q872,otherncd,Congenital malformation syndromes predom involving limbs,Congenital malformation syndromes predominantly involving limbs,Q87,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q874,otherncd,Marfan's syndrome,Marfan's syndrome,Q87,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q878,otherncd,"Oth congenital malformation syndromes, NEC","Other specified congenital malformation syndromes, not elsewhere classified",Q87,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q890,none,Congenital absence and malformations of spleen,Congenital absence and malformations of spleen,Q89,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q891,otherncd,Congenital malformations of adrenal gland,Congenital malformations of adrenal gland,Q89,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q893,otherncd,Situs inversus,Situs inversus,Q89,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q897,otherncd,"Multiple congenital malformations, not elsewhere classified","Multiple congenital malformations, not elsewhere classified",Q89,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q898,otherncd,Other specified congenital malformations,Other specified congenital malformations,Q89,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q899,none,"Congenital malformation, unspecified","Congenital malformation, unspecified",Q89,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities"
Q909,otherncd,"Down syndrome, unspecified","Down syndrome, unspecified",Q90,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q910,none,"Trisomy 18, nonmosaicism (meiotic nondisjunction)","Trisomy 18, nonmosaicism (meiotic nondisjunction)",Q91,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q913,otherncd,"Trisomy 18, unspecified","Trisomy 18, unspecified",Q91,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q914,otherncd,"Trisomy 13, nonmosaicism (meiotic nondisjunction)","Trisomy 13, nonmosaicism (meiotic nondisjunction)",Q91,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q917,otherncd,"Trisomy 13, unspecified","Trisomy 13, unspecified",Q91,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q928,otherncd,Other specified trisomies and partial trisomies of autosomes,Other specified trisomies and partial trisomies of autosomes,Q92,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q929,otherncd,"Trisomy and partial trisomy of autosomes, unspecified","Trisomy and partial trisomy of autosomes, unspecified",Q92,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q934,otherncd,Deletion of short arm of chromosome 5,Deletion of short arm of chromosome 5,Q93,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q938,otherncd,Other deletions from the autosomes,Other deletions from the autosomes,Q93,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q939,otherncd,"Deletion from autosomes, unspecified","Deletion from autosomes, unspecified",Q93,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q984,otherncd,"Klinefelter syndrome, unspecified","Klinefelter syndrome, unspecified",Q98,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q985,otherncd,"Karyotype 47, XYY","Karyotype 47, XYY",Q98,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q990,none,"Chimera 46, XX/46, XY","Chimera 46, XX/46, XY",Q99,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q998,otherncd,Other specified chromosome abnormalities,Other specified chromosome abnormalities,Q99,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
Q999,none,"Chromosomal abnormality, unspecified","Chromosomal abnormality, unspecified",Q99,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities"
R001,none,"Bradycardia, unspecified","Bradycardia, unspecified",R00,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R02,none,NA,NA,NA,NA,NA
R040,none,Epistaxis,Epistaxis,R04,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R042,none,Hemoptysis,Hemoptysis,R04,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R048,none,Hemorrhage from other sites in respiratory passages,Hemorrhage from other sites in respiratory passages,R04,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R060,none,Dyspnea,Dyspnea,R06,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R090,none,Asphyxia and hypoxemia,Asphyxia and hypoxemia,R09,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R092,none,Respiratory arrest,Respiratory arrest,R09,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R098,none,Oth symptoms and signs involving the circ and resp systems,Other specified symptoms and signs involving the circulatory and respiratory systems,R09,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R100,none,Acute abdomen,Acute abdomen,R10,Symptoms And Signs Involving The Digestive System And Abdomen,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R104,none,NA,NA,NA,NA,NA
R13,none,Aphagia and dysphagia,Aphagia and dysphagia,R13,Symptoms And Signs Involving The Digestive System And Abdomen,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R190,none,"Intra-abdominal and pelvic swelling, mass and lump","Intra-abdominal and pelvic swelling, mass and lump",R19,Symptoms And Signs Involving The Digestive System And Abdomen,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R198,none,Oth symptoms and signs involving the dgstv sys and abdomen,Other specified symptoms and signs involving the digestive system and abdomen,R19,Symptoms And Signs Involving The Digestive System And Abdomen,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R222,none,"Localized swelling, mass and lump, trunk","Localized swelling, mass and lump, trunk",R22,Symptoms And Signs Involving The Skin And Subcutaneous Tissue,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R418,none,Oth symptoms and signs w cognitive functions and awareness,Other symptoms and signs involving cognitive functions and awareness,R41,"Symptoms And Signs Involving Cognition, Perception, Emotional State And Behavior","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R53,none,Malaise and fatigue,Malaise and fatigue,R53,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R54,none,Age-related physical debility,Age-related physical debility,R54,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R55,none,Syncope and collapse,Syncope and collapse,R55,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R568,none,NA,NA,NA,NA,NA
R570,none,Cardiogenic shock,Cardiogenic shock,R57,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R578,none,Other shock,Other shock,R57,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R579,none,"Shock, unspecified","Shock, unspecified",R57,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R58,none,"Hemorrhage, not elsewhere classified","Hemorrhage, not elsewhere classified",R58,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R599,none,"Enlarged lymph nodes, unspecified","Enlarged lymph nodes, unspecified",R59,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R628,none,NA,NA,NA,NA,NA
R630,none,Anorexia,Anorexia,R63,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R636,none,Underweight,Underweight,R63,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R64,none,Cachexia,Cachexia,R64,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R659,none,NA,NA,NA,NA,NA
R688,none,Other general symptoms and signs,Other general symptoms and signs,R68,General Symptoms And Signs,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R75,none,Inconclusive laboratory evidence of human immunodef virus,Inconclusive laboratory evidence of human immunodeficiency virus [HIV],R75,"Abnormal Findings On Examination Of Blood, Without Diagnosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R91,none,Abnormal findings on diagnostic imaging of lung,Abnormal findings on diagnostic imaging of lung,R91,"Abnormal Findings On Diagnostic Imaging And In Function Studies, Without Diagnosis","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
R95,otherncd,NA,NA,NA,NA,NA
R960,none,NA,NA,NA,NA,NA
R99,none,Ill-defined and unknown cause of mortality,Ill-defined and unknown cause of mortality,R99,Ill-Defined And Unknown Cause Of Mortality,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
V011,inj_trans,Pedestrian injured in collision w pedal cycle in traf,Pedestrian injured in collision with pedal cycle in traffic accident,V01,Pedestrian Injured In Transport Accident,External causes of morbidity
V020,inj_trans,Pedestrian injured in collision w 2/3-whl mv nontraf,Pedestrian injured in collision with two- or three-wheeled motor vehicle in nontraffic accident,V02,Pedestrian Injured In Transport Accident,External causes of morbidity
V021,inj_trans,Pedestrian injured in collision w 2/3-whl mv in traf,Pedestrian injured in collision with two- or three-wheeled motor vehicle in traffic accident,V02,Pedestrian Injured In Transport Accident,External causes of morbidity
V030,inj_trans,"Pedestrian injured pick-up truck, pk-up/van nontraf","Pedestrian injured in collision with car, pick-up truck or van in nontraffic accident",V03,Pedestrian Injured In Transport Accident,External causes of morbidity
V031,inj_trans,"Pedestrian injured pick-up truck, pk-up/van in traf","Pedestrian injured in collision with car, pick-up truck or van in traffic accident",V03,Pedestrian Injured In Transport Accident,External causes of morbidity
V040,inj_trans,Pedestrian injured in collision w hv veh nontraf,Pedestrian injured in collision with heavy transport vehicle or bus in nontraffic accident,V04,Pedestrian Injured In Transport Accident,External causes of morbidity
V041,inj_trans,Pedestrian injured in collision w hv veh in traffic accident,Pedestrian injured in collision with heavy transport vehicle or bus in traffic accident,V04,Pedestrian Injured In Transport Accident,External causes of morbidity
V050,inj_trans,Pedestrian injured in collision w rail trn/veh nontraf,Pedestrian injured in collision with railway train or railway vehicle in nontraffic accident,V05,Pedestrian Injured In Transport Accident,External causes of morbidity
V051,inj_trans,Pedestrian injured in collision w rail trn/veh in traf,Pedestrian injured in collision with railway train or railway vehicle in traffic accident,V05,Pedestrian Injured In Transport Accident,External causes of morbidity
V059,inj_trans,"Pedestrian injured in collision w rail trn/veh, unsp","Pedestrian injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident",V05,Pedestrian Injured In Transport Accident,External causes of morbidity
V090,inj_trans,Pedestrian injured nontraf involving oth and unsp mv,Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles,V09,Pedestrian Injured In Transport Accident,External causes of morbidity
V091,inj_trans,Pedestrian injured in unspecified nontraffic accident,Pedestrian injured in unspecified nontraffic accident,V09,Pedestrian Injured In Transport Accident,External causes of morbidity
V092,inj_trans,Pedestrian injured in traf involving oth and unsp mv,Pedestrian injured in traffic accident involving other and unspecified motor vehicles,V09,Pedestrian Injured In Transport Accident,External causes of morbidity
V093,inj_trans,Pedestrian injured in unspecified traffic accident,Pedestrian injured in unspecified traffic accident,V09,Pedestrian Injured In Transport Accident,External causes of morbidity
V099,inj_trans,Pedestrian injured in unspecified transport accident,Pedestrian injured in unspecified transport accident,V09,Pedestrian Injured In Transport Accident,External causes of morbidity
V104,inj_trans,Pedal cycle driver injured in collision w ped/anml in traf,Pedal cycle driver injured in collision with pedestrian or animal in traffic accident,V10,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V114,inj_trans,Pedl cyc driver injured in collision w oth pedl cyc in traf,Pedal cycle driver injured in collision with other pedal cycle in traffic accident,V11,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V131,inj_trans,"Pedl cyc passenger injured pick-up truck, pk-up/van nontraf","Pedal cycle passenger injured in collision with car, pick-up truck or van in nontraffic accident",V13,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V134,inj_trans,"Pedal cycle driver injured pick-up truck, pk-up/van in traf","Pedal cycle driver injured in collision with car, pick-up truck or van in traffic accident",V13,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V139,inj_trans,"Unsp pedal cyclist injured pick-up truck, pk-up/van in traf","Unspecified pedal cyclist injured in collision with car, pick-up truck or van in traffic accident",V13,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V144,inj_trans,Pedal cycle driver injured in collision w hv veh in traf,Pedal cycle driver injured in collision with heavy transport vehicle or bus in traffic accident,V14,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V149,inj_trans,Unsp pedal cyclist injured in collision w hv veh in traf,Unspecified pedal cyclist injured in collision with heavy transport vehicle or bus in traffic accident,V14,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V154,inj_trans,Pedl cyc driver injured in collision w rail trn/veh in traf,Pedal cycle driver injured in collision with railway train or railway vehicle in traffic accident,V15,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V174,inj_trans,Pedl cyc driver injured in clsn w statnry object in traf,Pedal cycle driver injured in collision with fixed or stationary object in traffic accident,V17,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V180,none,Pedl cyc driver injured in nonclsn trnsp accident nontraf,Pedal cycle driver injured in noncollision transport accident in nontraffic accident,V18,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V183,inj_trans,Prsn brd/alit pedl cyc injured in nonclsn transport accident,Person boarding or alighting a pedal cycle injured in noncollision transport accident,V18,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V184,inj_trans,Pedl cyc driver injured in nonclsn trnsp accident in traf,Pedal cycle driver injured in noncollision transport accident in traffic accident,V18,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V194,inj_trans,Pedl cyc driver injured in clsn w oth and unsp mv in traf,Pedal cycle driver injured in collision with other and unspecified motor vehicles in traffic accident,V19,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V198,inj_trans,Pedl cyclst (driver) injured in oth transport accidents,Pedal cyclist (driver) (passenger) injured in other specified transport accidents,V19,Pedal Cycle Rider Injured In Transport Accident,External causes of morbidity
V204,inj_trans,Motorcycle driver injured in collision w ped/anml in traf,Motorcycle driver injured in collision with pedestrian or animal in traffic accident,V20,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V224,inj_trans,Motorcycle driver injured in collision w 2/3-whl mv in traf,Motorcycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident,V22,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V234,inj_trans,"Motorcycle driver injured pick-up truck, pk-up/van in traf","Motorcycle driver injured in collision with car, pick-up truck or van in traffic accident",V23,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V235,inj_trans,"Mtrcy passenger injured pick-up truck, pk-up/van in traf","Motorcycle passenger injured in collision with car, pick-up truck or van in traffic accident",V23,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V239,inj_trans,"Unsp mtrcy rider injured pick-up truck, pk-up/van in traf","Unspecified motorcycle rider injured in collision with car, pick-up truck or van in traffic accident",V23,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V244,inj_trans,Motorcycle driver injured in collision w hv veh in traf,Motorcycle driver injured in collision with heavy transport vehicle or bus in traffic accident,V24,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V245,inj_trans,Motorcycle passenger injured in collision w hv veh in traf,Motorcycle passenger injured in collision with heavy transport vehicle or bus in traffic accident,V24,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V254,inj_trans,Mtrcy driver injured in collision w rail trn/veh in traf,Motorcycle driver injured in collision with railway train or railway vehicle in traffic accident,V25,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V274,inj_trans,Mtrcy driver injured in collision w statnry object in traf,Motorcycle driver injured in collision with fixed or stationary object in traffic accident,V27,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V275,inj_trans,Mtrcy passenger injured in clsn w statnry object in traf,Motorcycle passenger injured in collision with fixed or stationary object in traffic accident,V27,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V279,inj_trans,Unsp mtrcy rider injured in clsn w statnry object in traf,Unspecified motorcycle rider injured in collision with fixed or stationary object in traffic accident,V27,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V284,inj_trans,Mtrcy driver injured in nonclsn transport accident in traf,Motorcycle driver injured in noncollision transport accident in traffic accident,V28,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V285,inj_trans,Mtrcy pasngr injured in nonclsn transport accident in traf,Motorcycle passenger injured in noncollision transport accident in traffic accident,V28,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V290,none,Mtrcy driver injured in collision w oth and unsp mv nontraf,Motorcycle driver injured in collision with other and unspecified motor vehicles in nontraffic accident,V29,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V294,inj_trans,Mtrcy driver injured in collision w oth and unsp mv in traf,Motorcycle driver injured in collision with other and unspecified motor vehicles in traffic accident,V29,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V296,inj_trans,Unsp mtrcy rider injured in clsn w oth and unsp mv in traf,Unspecified motorcycle rider injured in collision with other and unspecified motor vehicles in traffic accident,V29,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V299,inj_trans,Motorcycle rider (driver) (passenger) injured in unsp traf,Motorcycle rider (driver) (passenger) injured in unspecified traffic accident,V29,Motorcycle Rider Injured In Transport Accident,External causes of morbidity
V396,inj_trans,Occup of 3-whl mv injured in clsn w oth and unsp mv in traf,Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident,V39,Occupant Of Three-Wheeled Motor Vehicle Injured In Transport Accident,External causes of morbidity
V405,inj_trans,Car driver injured in collision w ped/anml in traf,Car driver injured in collision with pedestrian or animal in traffic accident,V40,Car Occupant Injured In Transport Accident,External causes of morbidity
V435,inj_trans,"Car driver injured pick-up truck, pk-up/van in traf","Car driver injured in collision with car, pick-up truck or van in traffic accident",V43,Car Occupant Injured In Transport Accident,External causes of morbidity
V436,inj_trans,"Car passenger injured pick-up truck, pk-up/van in traf","Car passenger injured in collision with car, pick-up truck or van in traffic accident",V43,Car Occupant Injured In Transport Accident,External causes of morbidity
V439,inj_trans,"Unsp car occupant injured pick-up truck, pk-up/van in traf","Unspecified car occupant injured in collision with car, pick-up truck or van in traffic accident",V43,Car Occupant Injured In Transport Accident,External causes of morbidity
V441,inj_trans,Car passenger injured in collision w hv veh nontraf,Car passenger injured in collision with heavy transport vehicle or bus in nontraffic accident,V44,Car Occupant Injured In Transport Accident,External causes of morbidity
V443,inj_trans,Unsp car occupant injured in collision w hv veh nontraf,Unspecified car occupant injured in collision with heavy transport vehicle or bus in nontraffic accident,V44,Car Occupant Injured In Transport Accident,External causes of morbidity
V445,inj_trans,Car driver injured in collision w hv veh in traffic accident,Car driver injured in collision with heavy transport vehicle or bus in traffic accident,V44,Car Occupant Injured In Transport Accident,External causes of morbidity
V446,inj_trans,Car passenger injured in collision w hv veh in traf,Car passenger injured in collision with heavy transport vehicle or bus in traffic accident,V44,Car Occupant Injured In Transport Accident,External causes of morbidity
V449,inj_trans,Unsp car occupant injured in collision w hv veh in traf,Unspecified car occupant injured in collision with heavy transport vehicle or bus in traffic accident,V44,Car Occupant Injured In Transport Accident,External causes of morbidity
V456,inj_trans,Car passenger injured in collision w rail trn/veh in traf,Car passenger injured in collision with railway train or railway vehicle in traffic accident,V45,Car Occupant Injured In Transport Accident,External causes of morbidity
V471,inj_trans,Car passenger injured in collision w statnry object nontraf,Car passenger injured in collision with fixed or stationary object in nontraffic accident,V47,Car Occupant Injured In Transport Accident,External causes of morbidity
V475,inj_trans,Car driver injured in collision w statnry object in traf,Car driver injured in collision with fixed or stationary object in traffic accident,V47,Car Occupant Injured In Transport Accident,External causes of morbidity
V476,inj_trans,Car passenger injured in collision w statnry object in traf,Car passenger injured in collision with fixed or stationary object in traffic accident,V47,Car Occupant Injured In Transport Accident,External causes of morbidity
V477,inj_trans,Person outside car injured in clsn w statnry object in traf,Person on outside of car injured in collision with fixed or stationary object in traffic accident,V47,Car Occupant Injured In Transport Accident,External causes of morbidity
V479,inj_trans,Unsp car occupant injured in clsn w statnry object in traf,Unspecified car occupant injured in collision with fixed or stationary object in traffic accident,V47,Car Occupant Injured In Transport Accident,External causes of morbidity
V482,inj_trans,Person outside car injured in nonclsn trnsp accident nontraf,Person on outside of car injured in noncollision transport accident in nontraffic accident,V48,Car Occupant Injured In Transport Accident,External causes of morbidity
V484,inj_trans,Prsn brd/alit a car injured in nonclsn transport accident,Person boarding or alighting a car injured in noncollision transport accident,V48,Car Occupant Injured In Transport Accident,External causes of morbidity
V485,inj_trans,Car driver injured in nonclsn transport accident in traf,Car driver injured in noncollision transport accident in traffic accident,V48,Car Occupant Injured In Transport Accident,External causes of morbidity
V486,inj_trans,Car passenger injured in nonclsn transport accident in traf,Car passenger injured in noncollision transport accident in traffic accident,V48,Car Occupant Injured In Transport Accident,External causes of morbidity
V489,inj_trans,Unsp car occupant injured in nonclsn trnsp accident in traf,Unspecified car occupant injured in noncollision transport accident in traffic accident,V48,Car Occupant Injured In Transport Accident,External causes of morbidity
V494,inj_trans,Driver injured in collision w oth and unsp mv in traf,Driver injured in collision with other and unspecified motor vehicles in traffic accident,V49,Car Occupant Injured In Transport Accident,External causes of morbidity
V495,inj_trans,Passenger injured in collision w oth and unsp mv in traf,Passenger injured in collision with other and unspecified motor vehicles in traffic accident,V49,Car Occupant Injured In Transport Accident,External causes of morbidity
V498,inj_trans,Car occupant (driver) injured in oth transport accidents,Car occupant (driver) (passenger) injured in other specified transport accidents,V49,Car Occupant Injured In Transport Accident,External causes of morbidity
V499,inj_trans,Car occupant (driver) (passenger) injured in unsp traf,Car occupant (driver) (passenger) injured in unspecified traffic accident,V49,Car Occupant Injured In Transport Accident,External causes of morbidity
V525,inj_trans,Driver of pk-up/van injured in clsn w 2/3-whl mv in traf,Driver of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle in traffic accident,V52,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V535,inj_trans,"Driver of pk-up/van injured pick-up truck, pk-up/van in traf","Driver of pick-up truck or van injured in collision with car, pick-up truck or van in traffic accident",V53,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
V536,inj_trans,"Pasngr in pk-up/van injured pick-up truck, pk-up/van in traf","Passenger in pick-up truck or van injured in collision with car, pick-up truck or van in traffic accident",V53,Occupant Of Pick-Up Truck Or Van Injured In Transport Accident,External causes of morbidity
