predicted_causeid,code,short_desc,long_desc,three_digit,sub_chapter,chapter,all_text
msk,M911,Juvenile osteochondrosis of head of femur,Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes],M91,Chondropathies,Diseases of the musculoskeletal system and connective tissue,M911 Juvenile osteochondrosis of head of femur [Legg-Calve-Perthes] Chondropathies Diseases of the musculoskeletal system and connective tissue
msk,M941,Relapsing polychondritis,Relapsing polychondritis,M94,Chondropathies,Diseases of the musculoskeletal system and connective tissue,M941 Relapsing polychondritis Chondropathies Diseases of the musculoskeletal system and connective tissue
otherncd,M948,Other specified disorders of cartilage,Other specified disorders of cartilage,M94,Chondropathies,Diseases of the musculoskeletal system and connective tissue,M948 Other specified disorders of cartilage Chondropathies Diseases of the musculoskeletal system and connective tissue
otherncd,M954,Acquired deformity of chest and rib,Acquired deformity of chest and rib,M95,Other Disorders Of The Musculoskeletal System And Connective Tissue,Diseases of the musculoskeletal system and connective tissue,M954 Acquired deformity of chest and rib Other Disorders Of The Musculoskeletal System And Connective Tissue Diseases of the musculoskeletal system and connective tissue
otherncd,N132,Hydronephrosis with renal and ureteral calculous obstruction,Hydronephrosis with renal and ureteral calculous obstruction,N13,Renal Tubulo-Interstitial Diseases,Diseases of the genitourinary system,N132 Hydronephrosis with renal and ureteral calculous obstruction Renal Tubulo-Interstitial Diseases Diseases of the genitourinary system
otherncd,N133,Other and unspecified hydronephrosis,Other and unspecified hydronephrosis,N13,Renal Tubulo-Interstitial Diseases,Diseases of the genitourinary system,N133 Other and unspecified hydronephrosis Renal Tubulo-Interstitial Diseases Diseases of the genitourinary system
otherncd,N134,Hydroureter,Hydroureter,N13,Renal Tubulo-Interstitial Diseases,Diseases of the genitourinary system,N134 Hydroureter Renal Tubulo-Interstitial Diseases Diseases of the genitourinary system
otherncd,N135,Crossing vessel and stricture of ureter w/o hydronephrosis,Crossing vessel and stricture of ureter without hydronephrosis,N13,Renal Tubulo-Interstitial Diseases,Diseases of the genitourinary system,N135 Crossing vessel and stricture of ureter without hydronephrosis Renal Tubulo-Interstitial Diseases Diseases of the genitourinary system
otherncd,N136,Pyonephrosis,Pyonephrosis,N13,Renal Tubulo-Interstitial Diseases,Diseases of the genitourinary system,N136 Pyonephrosis Renal Tubulo-Interstitial Diseases Diseases of the genitourinary system
otherncd,N137,Vesicoureteral-reflux,Vesicoureteral-reflux,N13,Renal Tubulo-Interstitial Diseases,Diseases of the genitourinary system,N137 Vesicoureteral-reflux Renal Tubulo-Interstitial Diseases Diseases of the genitourinary system
otherncd,N138,Other obstructive and reflux uropathy,Other obstructive and reflux uropathy,N13,Renal Tubulo-Interstitial Diseases,Diseases of the genitourinary system,N138 Other obstructive and reflux uropathy Renal Tubulo-Interstitial Diseases Diseases of the genitourinary system
otherncd,N139,"Obstructive and reflux uropathy, unspecified","Obstructive and reflux uropathy, unspecified",N13,Renal Tubulo-Interstitial Diseases,Diseases of the genitourinary system,"N139 Obstructive and reflux uropathy, unspecified Renal Tubulo-Interstitial Diseases Diseases of the genitourinary system"
otherncd,N140,Analgesic nephropathy,Analgesic nephropathy,N14,Renal Tubulo-Interstitial Diseases,Diseases of the genitourinary system,N140 Analgesic nephropathy Renal Tubulo-Interstitial Diseases Diseases of the genitourinary system
otherncd,N170,Acute kidney failure with tubular necrosis,Acute kidney failure with tubular necrosis,N17,Acute Kidney Failure And Chronic Kidney Disease,Diseases of the genitourinary system,N170 Acute kidney failure with tubular necrosis Acute Kidney Failure And Chronic Kidney Disease Diseases of the genitourinary system
otherncd,N171,Acute kidney failure with acute cortical necrosis,Acute kidney failure with acute cortical necrosis,N17,Acute Kidney Failure And Chronic Kidney Disease,Diseases of the genitourinary system,N171 Acute kidney failure with acute cortical necrosis Acute Kidney Failure And Chronic Kidney Disease Diseases of the genitourinary system
otherncd,N179,"Acute kidney failure, unspecified","Acute kidney failure, unspecified",N17,Acute Kidney Failure And Chronic Kidney Disease,Diseases of the genitourinary system,"N179 Acute kidney failure, unspecified Acute Kidney Failure And Chronic Kidney Disease Diseases of the genitourinary system"
otherncd,N200,Calculus of kidney,Calculus of kidney,N20,Urolithiasis,Diseases of the genitourinary system,N200 Calculus of kidney Urolithiasis Diseases of the genitourinary system
otherncd,N210,Calculus in bladder,Calculus in bladder,N21,Urolithiasis,Diseases of the genitourinary system,N210 Calculus in bladder Urolithiasis Diseases of the genitourinary system
otherncd,N280,Ischemia and infarction of kidney,Ischemia and infarction of kidney,N28,Other Disorders Of Kidney And Ureter,Diseases of the genitourinary system,N280 Ischemia and infarction of kidney Other Disorders Of Kidney And Ureter Diseases of the genitourinary system
otherncd,N288,Other specified disorders of kidney and ureter,Other specified disorders of kidney and ureter,N28,Other Disorders Of Kidney And Ureter,Diseases of the genitourinary system,N288 Other specified disorders of kidney and ureter Other Disorders Of Kidney And Ureter Diseases of the genitourinary system
otherncd,N289,"Disorder of kidney and ureter, unspecified","Disorder of kidney and ureter, unspecified",N28,Other Disorders Of Kidney And Ureter,Diseases of the genitourinary system,"N289 Disorder of kidney and ureter, unspecified Other Disorders Of Kidney And Ureter Diseases of the genitourinary system"
otherncd,N320,Bladder-neck obstruction,Bladder-neck obstruction,N32,Other Diseases Of The Urinary System,Diseases of the genitourinary system,N320 Bladder-neck obstruction Other Diseases Of The Urinary System Diseases of the genitourinary system
otherncd,N321,Vesicointestinal fistula,Vesicointestinal fistula,N32,Other Diseases Of The Urinary System,Diseases of the genitourinary system,N321 Vesicointestinal fistula Other Diseases Of The Urinary System Diseases of the genitourinary system
otherncd,N328,Other specified disorders of bladder,Other specified disorders of bladder,N32,Other Diseases Of The Urinary System,Diseases of the genitourinary system,N328 Other specified disorders of bladder Other Diseases Of The Urinary System Diseases of the genitourinary system
otherncd,N329,"Bladder disorder, unspecified","Bladder disorder, unspecified",N32,Other Diseases Of The Urinary System,Diseases of the genitourinary system,"N329 Bladder disorder, unspecified Other Diseases Of The Urinary System Diseases of the genitourinary system"
otherncd,N359,"Urethral stricture, unspecified","Urethral stricture, unspecified",N35,Other Diseases Of The Urinary System,Diseases of the genitourinary system,"N359 Urethral stricture, unspecified Other Diseases Of The Urinary System Diseases of the genitourinary system"
otherncd,N390,"Urinary tract infection, site not specified","Urinary tract infection, site not specified",N39,Other Diseases Of The Urinary System,Diseases of the genitourinary system,"N390 Urinary tract infection, site not specified Other Diseases Of The Urinary System Diseases of the genitourinary system"
otherncd,N399,"Disorder of urinary system, unspecified","Disorder of urinary system, unspecified",N39,Other Diseases Of The Urinary System,Diseases of the genitourinary system,"N399 Disorder of urinary system, unspecified Other Diseases Of The Urinary System Diseases of the genitourinary system"
otherncd,N40,Benign prostatic hyperplasia,Benign prostatic hyperplasia,N40,Diseases Of Male Genital Organs,Diseases of the genitourinary system,N40 Benign prostatic hyperplasia Diseases Of Male Genital Organs Diseases of the genitourinary system
otherncd,N421,Congestion and hemorrhage of prostate,Congestion and hemorrhage of prostate,N42,Diseases Of Male Genital Organs,Diseases of the genitourinary system,N421 Congestion and hemorrhage of prostate Diseases Of Male Genital Organs Diseases of the genitourinary system
otherncd,N429,"Disorder of prostate, unspecified","Disorder of prostate, unspecified",N42,Diseases Of Male Genital Organs,Diseases of the genitourinary system,"N429 Disorder of prostate, unspecified Diseases Of Male Genital Organs Diseases of the genitourinary system"
otherncd,N433,"Hydrocele, unspecified","Hydrocele, unspecified",N43,Diseases Of Male Genital Organs,Diseases of the genitourinary system,"N433 Hydrocele, unspecified Diseases Of Male Genital Organs Diseases of the genitourinary system"
otherncd,N482,Other inflammatory disorders of penis,Other inflammatory disorders of penis,N48,Diseases Of Male Genital Organs,Diseases of the genitourinary system,N482 Other inflammatory disorders of penis Diseases Of Male Genital Organs Diseases of the genitourinary system
otherncd,N508,Other specified disorders of male genital organs,Other specified disorders of male genital organs,N50,Diseases Of Male Genital Organs,Diseases of the genitourinary system,N508 Other specified disorders of male genital organs Diseases Of Male Genital Organs Diseases of the genitourinary system
otherncd,N709,"Salpingitis and oophoritis, unspecified","Salpingitis and oophoritis, unspecified",N70,Inflammatory Diseases Of Female Pelvic Organs,Diseases of the genitourinary system,"N709 Salpingitis and oophoritis, unspecified Inflammatory Diseases Of Female Pelvic Organs Diseases of the genitourinary system"
otherncd,N719,"Inflammatory disease of uterus, unspecified","Inflammatory disease of uterus, unspecified",N71,Inflammatory Diseases Of Female Pelvic Organs,Diseases of the genitourinary system,"N719 Inflammatory disease of uterus, unspecified Inflammatory Diseases Of Female Pelvic Organs Diseases of the genitourinary system"
otherncd,N731,Chronic parametritis and pelvic cellulitis,Chronic parametritis and pelvic cellulitis,N73,Inflammatory Diseases Of Female Pelvic Organs,Diseases of the genitourinary system,N731 Chronic parametritis and pelvic cellulitis Inflammatory Diseases Of Female Pelvic Organs Diseases of the genitourinary system
otherncd,N735,"Female pelvic peritonitis, unspecified","Female pelvic peritonitis, unspecified",N73,Inflammatory Diseases Of Female Pelvic Organs,Diseases of the genitourinary system,"N735 Female pelvic peritonitis, unspecified Inflammatory Diseases Of Female Pelvic Organs Diseases of the genitourinary system"
otherncd,N739,"Female pelvic inflammatory disease, unspecified","Female pelvic inflammatory disease, unspecified",N73,Inflammatory Diseases Of Female Pelvic Organs,Diseases of the genitourinary system,"N739 Female pelvic inflammatory disease, unspecified Inflammatory Diseases Of Female Pelvic Organs Diseases of the genitourinary system"
otherncd,N760,Acute vaginitis,Acute vaginitis,N76,Inflammatory Diseases Of Female Pelvic Organs,Diseases of the genitourinary system,N760 Acute vaginitis Inflammatory Diseases Of Female Pelvic Organs Diseases of the genitourinary system
otherncd,N800,Endometriosis of uterus,Endometriosis of uterus,N80,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N800 Endometriosis of uterus Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
otherncd,N823,Fistula of vagina to large intestine,Fistula of vagina to large intestine,N82,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N823 Fistula of vagina to large intestine Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
otherncd,N824,Other female intestinal-genital tract fistulae,Other female intestinal-genital tract fistulae,N82,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N824 Other female intestinal-genital tract fistulae Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
otherncd,N828,Other female genital tract fistulae,Other female genital tract fistulae,N82,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N828 Other female genital tract fistulae Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
otherncd,N883,Incompetence of cervix uteri,Incompetence of cervix uteri,N88,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N883 Incompetence of cervix uteri Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
otherncd,N908,Oth noninflammatory disorders of vulva and perineum,Other specified noninflammatory disorders of vulva and perineum,N90,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N908 Other specified noninflammatory disorders of vulva and perineum Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
otherncd,N920,Excessive and frequent menstruation with regular cycle,Excessive and frequent menstruation with regular cycle,N92,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N920 Excessive and frequent menstruation with regular cycle Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
otherncd,N930,Postcoital and contact bleeding,Postcoital and contact bleeding,N93,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N930 Postcoital and contact bleeding Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
otherncd,N939,"Abnormal uterine and vaginal bleeding, unspecified","Abnormal uterine and vaginal bleeding, unspecified",N93,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,"N939 Abnormal uterine and vaginal bleeding, unspecified Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system"
otherncd,N948,Oth cond assoc w female genital organs and menstrual cycle,Other specified conditions associated with female genital organs and menstrual cycle,N94,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N948 Other specified conditions associated with female genital organs and menstrual cycle Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
otherncd,N950,Postmenopausal bleeding,Postmenopausal bleeding,N95,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N950 Postmenopausal bleeding Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
otherncd,N952,Postmenopausal atrophic vaginitis,Postmenopausal atrophic vaginitis,N95,Noninflammatory Disorders Of Female Genital Tract,Diseases of the genitourinary system,N952 Postmenopausal atrophic vaginitis Noninflammatory Disorders Of Female Genital Tract Diseases of the genitourinary system
mater_neonat,O660,Obstructed labor due to shoulder dystocia,Obstructed labor due to shoulder dystocia,O66,Complications Of Labor And Delivery,"Pregnancy, childbirth and the puerperium","O660 Obstructed labor due to shoulder dystocia Complications Of Labor And Delivery Pregnancy, childbirth and the puerperium"
mater_neonat,P000,Newborn affected by maternal hypertensive disorders,Newborn affected by maternal hypertensive disorders,P00,"Newborn Affected By Maternal Factors And By Complications Of Pregnancy, Labor, And Delivery",Certain conditions originating in the perinatal period,"P000 Newborn affected by maternal hypertensive disorders Newborn Affected By Maternal Factors And By Complications Of Pregnancy, Labor, And Delivery Certain conditions originating in the perinatal period"
mater_neonat,P030,Newborn affected by breech delivery and extraction,Newborn affected by breech delivery and extraction,P03,"Newborn Affected By Maternal Factors And By Complications Of Pregnancy, Labor, And Delivery",Certain conditions originating in the perinatal period,"P030 Newborn affected by breech delivery and extraction Newborn Affected By Maternal Factors And By Complications Of Pregnancy, Labor, And Delivery Certain conditions originating in the perinatal period"
mater_neonat,P130,Fracture of skull due to birth injury,Fracture of skull due to birth injury,P13,Birth Trauma,Certain conditions originating in the perinatal period,P130 Fracture of skull due to birth injury Birth Trauma Certain conditions originating in the perinatal period
mater_neonat,P220,Respiratory distress syndrome of newborn,Respiratory distress syndrome of newborn,P22,Respiratory And Cardiovascular Disorders Specific To The Perinatal Period,Certain conditions originating in the perinatal period,P220 Respiratory distress syndrome of newborn Respiratory And Cardiovascular Disorders Specific To The Perinatal Period Certain conditions originating in the perinatal period
mater_neonat,P236,Congenital pneumonia due to other bacterial agents,Congenital pneumonia due to other bacterial agents,P23,Respiratory And Cardiovascular Disorders Specific To The Perinatal Period,Certain conditions originating in the perinatal period,P236 Congenital pneumonia due to other bacterial agents Respiratory And Cardiovascular Disorders Specific To The Perinatal Period Certain conditions originating in the perinatal period
mater_neonat,P240,Meconium aspiration,Meconium aspiration,P24,Respiratory And Cardiovascular Disorders Specific To The Perinatal Period,Certain conditions originating in the perinatal period,P240 Meconium aspiration Respiratory And Cardiovascular Disorders Specific To The Perinatal Period Certain conditions originating in the perinatal period
mater_neonat,P250,Interstitial emphysema originating in the perinatal period,Interstitial emphysema originating in the perinatal period,P25,Respiratory And Cardiovascular Disorders Specific To The Perinatal Period,Certain conditions originating in the perinatal period,P250 Interstitial emphysema originating in the perinatal period Respiratory And Cardiovascular Disorders Specific To The Perinatal Period Certain conditions originating in the perinatal period
mater_neonat,P280,Primary atelectasis of newborn,Primary atelectasis of newborn,P28,Respiratory And Cardiovascular Disorders Specific To The Perinatal Period,Certain conditions originating in the perinatal period,P280 Primary atelectasis of newborn Respiratory And Cardiovascular Disorders Specific To The Perinatal Period Certain conditions originating in the perinatal period
mater_neonat,P290,Neonatal cardiac failure,Neonatal cardiac failure,P29,Respiratory And Cardiovascular Disorders Specific To The Perinatal Period,Certain conditions originating in the perinatal period,P290 Neonatal cardiac failure Respiratory And Cardiovascular Disorders Specific To The Perinatal Period Certain conditions originating in the perinatal period
mater_neonat,P360,"Sepsis of newborn due to streptococcus, group B","Sepsis of newborn due to streptococcus, group B",P36,Infections Specific To The Perinatal Period,Certain conditions originating in the perinatal period,"P360 Sepsis of newborn due to streptococcus, group B Infections Specific To The Perinatal Period Certain conditions originating in the perinatal period"
mater_neonat,P910,Neonatal cerebral ischemia,Neonatal cerebral ischemia,P91,Other Disorders Originating In The Perinatal Period,Certain conditions originating in the perinatal period,P910 Neonatal cerebral ischemia Other Disorders Originating In The Perinatal Period Certain conditions originating in the perinatal period
mater_neonat,P960,Congenital renal failure,Congenital renal failure,P96,Other Disorders Originating In The Perinatal Period,Certain conditions originating in the perinatal period,P960 Congenital renal failure Other Disorders Originating In The Perinatal Period Certain conditions originating in the perinatal period
otherncd,Q000,Anencephaly,Anencephaly,Q00,Congenital Malformations Of The Nervous System,"Congenital malformations, deformations and chromosomal abnormalities","Q000 Anencephaly Congenital Malformations Of The Nervous System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q200,Common arterial trunk,Common arterial trunk,Q20,Congenital Malformations Of The Circulatory System,"Congenital malformations, deformations and chromosomal abnormalities","Q200 Common arterial trunk Congenital Malformations Of The Circulatory System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q210,Ventricular septal defect,Ventricular septal defect,Q21,Congenital Malformations Of The Circulatory System,"Congenital malformations, deformations and chromosomal abnormalities","Q210 Ventricular septal defect Congenital Malformations Of The Circulatory System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q230,Congenital stenosis of aortic valve,Congenital stenosis of aortic valve,Q23,Congenital Malformations Of The Circulatory System,"Congenital malformations, deformations and chromosomal abnormalities","Q230 Congenital stenosis of aortic valve Congenital Malformations Of The Circulatory System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q240,Dextrocardia,Dextrocardia,Q24,Congenital Malformations Of The Circulatory System,"Congenital malformations, deformations and chromosomal abnormalities","Q240 Dextrocardia Congenital Malformations Of The Circulatory System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q250,Patent ductus arteriosus,Patent ductus arteriosus,Q25,Congenital Malformations Of The Circulatory System,"Congenital malformations, deformations and chromosomal abnormalities","Q250 Patent ductus arteriosus Congenital Malformations Of The Circulatory System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q280,Arteriovenous malformation of precerebral vessels,Arteriovenous malformation of precerebral vessels,Q28,Congenital Malformations Of The Circulatory System,"Congenital malformations, deformations and chromosomal abnormalities","Q280 Arteriovenous malformation of precerebral vessels Congenital Malformations Of The Circulatory System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q310,Web of larynx,Web of larynx,Q31,Congenital Malformations Of The Respiratory System,"Congenital malformations, deformations and chromosomal abnormalities","Q310 Web of larynx Congenital Malformations Of The Respiratory System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q330,Congenital cystic lung,Congenital cystic lung,Q33,Congenital Malformations Of The Respiratory System,"Congenital malformations, deformations and chromosomal abnormalities","Q330 Congenital cystic lung Congenital Malformations Of The Respiratory System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q410,"Congenital absence, atresia and stenosis of duodenum","Congenital absence, atresia and stenosis of duodenum",Q41,Other Congenital Malformations Of The Digestive System,"Congenital malformations, deformations and chromosomal abnormalities","Q410 Congenital absence, atresia and stenosis of duodenum Other Congenital Malformations Of The Digestive System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q600,"Renal agenesis, unilateral","Renal agenesis, unilateral",Q60,Congenital Malformations Of The Urinary System,"Congenital malformations, deformations and chromosomal abnormalities","Q600 Renal agenesis, unilateral Congenital Malformations Of The Urinary System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q610,Congenital renal cyst,Congenital renal cyst,Q61,Congenital Malformations Of The Urinary System,"Congenital malformations, deformations and chromosomal abnormalities","Q610 Congenital renal cyst Congenital Malformations Of The Urinary System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q630,Accessory kidney,Accessory kidney,Q63,Congenital Malformations Of The Urinary System,"Congenital malformations, deformations and chromosomal abnormalities","Q630 Accessory kidney Congenital Malformations Of The Urinary System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q780,Osteogenesis imperfecta,Osteogenesis imperfecta,Q78,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities","Q780 Osteogenesis imperfecta Congenital Malformations And Deformations Of The Musculoskeletal System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q790,Congenital diaphragmatic hernia,Congenital diaphragmatic hernia,Q79,Congenital Malformations And Deformations Of The Musculoskeletal System,"Congenital malformations, deformations and chromosomal abnormalities","Q790 Congenital diaphragmatic hernia Congenital Malformations And Deformations Of The Musculoskeletal System Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q820,Hereditary lymphedema,Hereditary lymphedema,Q82,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities","Q820 Hereditary lymphedema Other Congenital Malformations Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q850,Neurofibromatosis (nonmalignant),Neurofibromatosis (nonmalignant),Q85,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities","Q850 Neurofibromatosis (nonmalignant) Other Congenital Malformations Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q870,Congen malform syndromes predom affecting facial appearance,Congenital malformation syndromes predominantly affecting facial appearance,Q87,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities","Q870 Congenital malformation syndromes predominantly affecting facial appearance Other Congenital Malformations Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q890,Congenital absence and malformations of spleen,Congenital absence and malformations of spleen,Q89,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities","Q890 Congenital absence and malformations of spleen Other Congenital Malformations Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q899,"Congenital malformation, unspecified","Congenital malformation, unspecified",Q89,Other Congenital Malformations,"Congenital malformations, deformations and chromosomal abnormalities","Q899 Congenital malformation, unspecified Other Congenital Malformations Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q910,"Trisomy 18, nonmosaicism (meiotic nondisjunction)","Trisomy 18, nonmosaicism (meiotic nondisjunction)",Q91,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities","Q910 Trisomy 18, nonmosaicism (meiotic nondisjunction) Chromosomal Abnormalities, Not Elsewhere Classified Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q990,"Chimera 46, XX/46, XY","Chimera 46, XX/46, XY",Q99,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities","Q990 Chimera 46, XX/46, XY Chromosomal Abnormalities, Not Elsewhere Classified Congenital malformations, deformations and chromosomal abnormalities"
otherncd,Q999,"Chromosomal abnormality, unspecified","Chromosomal abnormality, unspecified",Q99,"Chromosomal Abnormalities, Not Elsewhere Classified","Congenital malformations, deformations and chromosomal abnormalities","Q999 Chromosomal abnormality, unspecified Chromosomal Abnormalities, Not Elsewhere Classified Congenital malformations, deformations and chromosomal abnormalities"
otherncd,R001,"Bradycardia, unspecified","Bradycardia, unspecified",R00,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R001 Bradycardia, unspecified Symptoms And Signs Involving The Circulatory And Respiratory Systems Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R040,Epistaxis,Epistaxis,R04,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R040 Epistaxis Symptoms And Signs Involving The Circulatory And Respiratory Systems Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R042,Hemoptysis,Hemoptysis,R04,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R042 Hemoptysis Symptoms And Signs Involving The Circulatory And Respiratory Systems Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R048,Hemorrhage from other sites in respiratory passages,Hemorrhage from other sites in respiratory passages,R04,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R048 Hemorrhage from other sites in respiratory passages Symptoms And Signs Involving The Circulatory And Respiratory Systems Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R060,Dyspnea,Dyspnea,R06,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R060 Dyspnea Symptoms And Signs Involving The Circulatory And Respiratory Systems Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R090,Asphyxia and hypoxemia,Asphyxia and hypoxemia,R09,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R090 Asphyxia and hypoxemia Symptoms And Signs Involving The Circulatory And Respiratory Systems Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R092,Respiratory arrest,Respiratory arrest,R09,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R092 Respiratory arrest Symptoms And Signs Involving The Circulatory And Respiratory Systems Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R098,Oth symptoms and signs involving the circ and resp systems,Other specified symptoms and signs involving the circulatory and respiratory systems,R09,Symptoms And Signs Involving The Circulatory And Respiratory Systems,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R098 Other specified symptoms and signs involving the circulatory and respiratory systems Symptoms And Signs Involving The Circulatory And Respiratory Systems Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R100,Acute abdomen,Acute abdomen,R10,Symptoms And Signs Involving The Digestive System And Abdomen,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R100 Acute abdomen Symptoms And Signs Involving The Digestive System And Abdomen Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R13,Aphagia and dysphagia,Aphagia and dysphagia,R13,Symptoms And Signs Involving The Digestive System And Abdomen,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R13 Aphagia and dysphagia Symptoms And Signs Involving The Digestive System And Abdomen Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R190,"Intra-abdominal and pelvic swelling, mass and lump","Intra-abdominal and pelvic swelling, mass and lump",R19,Symptoms And Signs Involving The Digestive System And Abdomen,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R190 Intra-abdominal and pelvic swelling, mass and lump Symptoms And Signs Involving The Digestive System And Abdomen Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
otherncd,R198,Oth symptoms and signs involving the dgstv sys and abdomen,Other specified symptoms and signs involving the digestive system and abdomen,R19,Symptoms And Signs Involving The Digestive System And Abdomen,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R198 Other specified symptoms and signs involving the digestive system and abdomen Symptoms And Signs Involving The Digestive System And Abdomen Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
neo,R222,"Localized swelling, mass and lump, trunk","Localized swelling, mass and lump, trunk",R22,Symptoms And Signs Involving The Skin And Subcutaneous Tissue,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R222 Localized swelling, mass and lump, trunk Symptoms And Signs Involving The Skin And Subcutaneous Tissue Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"
